sales_id,production_id,crop_type,crop_variety,buyer_name,buyer_type,buyer_region,channel_type,transaction_date,quantity_sold_kg,unit_price_eur,total_revenue_eur,discount_applied_eur,net_revenue_eur,shipping_cost_eur,profit_margin_pct,market_price_per_kg,price_variance
4212,11627,Potato,Red,Montgomery Group,Exporter,Bavaria,Online,2025-04-23,1673.8,0.69,1154.92,14.08,1120.62,20.22,13.62,0.65,0.04
4213,810,Soybean,Yellow,Morris Ltd,Retailer,Saxony,Direct,2025-05-02,1806.0,0.42,758.52,27.0,684.16,47.36,6.28,0.4,0.02
4214,11034,Soybean,Black,Frey LLC,Retailer,Brandenburg,Online,2024-11-17,1221.6,0.34,415.34,19.59,369.93,25.82,18.94,0.36,-0.02
4215,4909,Wheat,Durum,Martinez-Hart,Exporter,Lower Saxony,Direct,2024-03-07,827.9,1.29,1067.99,31.63,946.57,89.79,9.54,1.35,-0.06
4216,8633,Potato,Red,Smith-Schultz,Retailer,Saxony,Direct,2024-11-14,1166.8,1.37,1598.52,7.81,1560.65,30.06,19.29,1.4,-0.03
4217,10477,Corn,Dent,Kim-Gaines,Exporter,Hesse,Online,2025-05-05,1024.9,1.27,1301.62,19.34,1269.47,12.81,12.98,1.35,-0.08
4218,6231,Corn,Sweet,Flynn-Atkins,Retailer,Bavaria,Direct,2025-05-05,1493.9,0.51,761.89,5.76,706.18,49.95,15.7,0.47,0.04
4219,9310,Potato,Red,"Cline, Anderson and Martinez",Wholesaler,Brandenburg,Direct,2024-12-16,241.6,1.09,263.34,47.67,116.15,99.52,10.79,1.09,0.0
4220,9593,Soybean,Black,Carter PLC,Retailer,Lower Saxony,Online,2024-11-08,1526.0,0.63,961.38,34.1,865.05,62.23,6.44,0.65,-0.02
4221,2662,Soybean,Black,Knight Ltd,Retailer,Bavaria,Direct,2024-11-08,1620.6,1.32,2139.19,29.94,2061.25,48.0,25.0,1.45,-0.13
4222,1326,Barley,Hulled,Fisher-Garcia,Wholesaler,Brandenburg,Direct,2025-03-30,534.1,1.39,742.4,31.2,658.59,52.61,14.29,1.49,-0.1
4223,9869,Corn,Sweet,"Wang, Robinson and Moore",Retailer,Hesse,Direct,2024-07-15,624.2,0.38,237.2,0.94,202.92,33.34,13.24,0.37,0.01
4224,11037,Corn,Dent,King PLC,Retailer,Lower Saxony,Cooperative,2025-05-05,486.3,0.78,379.31,7.25,331.94,40.12,17.17,0.78,0.0
4225,472,Barley,Hulless,"Chang, Hansen and Hernandez",Retailer,Saxony,Cooperative,2025-05-05,1046.1,1.36,1422.7,31.0,1316.09,75.61,17.0,1.3,0.06
4226,3691,Potato,Russet,Cunningham-Rodriguez,Retailer,Brandenburg,Online,2024-07-11,1139.1,0.79,899.89,45.14,768.03,86.72,9.59,0.84,-0.05
4227,5143,Wheat,Emmer,Espinoza-Le,Retailer,Saxony,Cooperative,2025-04-02,1449.6,0.48,695.81,38.95,615.31,41.55,8.45,0.47,0.01
4228,14689,Corn,Dent,Pham-Dawson,Wholesaler,Bavaria,Cooperative,2025-01-14,1040.8,0.64,666.11,35.35,569.53,61.23,20.51,0.64,0.0
4229,7938,Soybean,Black,Parker-Bennett,Exporter,Brandenburg,Direct,2025-04-19,363.0,1.15,417.45,10.74,349.25,57.46,13.8,1.22,-0.07
4230,3270,Corn,Dent,Perkins Group,Exporter,Lower Saxony,Online,2025-03-23,870.2,0.68,591.74,40.73,454.6,96.41,21.69,0.63,0.05
4231,11844,Corn,Dent,"Lewis, Hubbard and Perez",Retailer,Brandenburg,Cooperative,2025-04-22,584.2,1.4,817.88,45.52,692.59,79.77,11.01,1.4,0.0
4232,3538,Corn,Sweet,Branch Inc,Wholesaler,Lower Saxony,Online,2024-11-12,326.0,0.48,156.48,17.05,119.13,20.3,18.22,0.53,-0.05
4233,10961,Potato,Red,"Anderson, Caldwell and Johnson",Wholesaler,Lower Saxony,Online,2025-04-20,1434.4,0.86,1233.58,11.57,1181.73,40.28,20.69,0.93,-0.07
4234,2451,Soybean,Yellow,Beck LLC,Exporter,Saxony,Direct,2025-05-05,317.7,1.38,438.43,47.51,335.5,55.42,20.52,1.33,0.05
4235,1386,Corn,Dent,Wise-Hernandez,Retailer,Brandenburg,Cooperative,2025-04-20,1118.3,0.8,894.64,47.79,811.12,35.73,23.72,0.77,0.03
4236,4692,Corn,Sweet,"Zhang, Ruiz and Wilson",Retailer,Saxony,Direct,2024-09-09,1399.5,0.83,1161.58,30.48,1045.86,85.24,5.13,0.89,-0.06
4237,12706,Potato,Russet,"Galloway, Holmes and Leon",Exporter,Lower Saxony,Online,2024-02-12,1651.6,1.32,2180.11,18.45,2103.89,57.77,22.1,1.23,0.09
4238,10130,Wheat,Emmer,Lopez Inc,Retailer,Saxony,Online,2024-09-11,1174.3,1.23,1444.39,48.48,1351.8,44.11,19.81,1.34,-0.11
4239,1338,Potato,Russet,Santiago Group,Wholesaler,Bavaria,Cooperative,2024-11-25,1323.5,0.49,648.52,13.45,573.35,61.72,11.92,0.48,0.01
4240,4902,Barley,Hulled,"Green, Davis and Vasquez",Wholesaler,Saxony,Direct,2025-05-05,1729.4,0.36,622.58,47.91,555.21,19.46,22.66,0.4,-0.04
4241,1761,Potato,Russet,Lewis Ltd,Retailer,Saxony,Cooperative,2024-06-13,1929.6,1.25,2412.0,0.14,2368.86,43.0,12.83,1.37,-0.12
4242,3140,Barley,Hulless,"Hicks, Romero and Andrews",Exporter,Saxony,Online,2025-01-25,1827.4,0.29,529.95,2.06,491.06,36.83,7.04,0.3,-0.01
4243,3057,Wheat,Durum,Powers-Bennett,Wholesaler,Bavaria,Cooperative,2025-03-19,1601.2,1.2,1921.44,43.82,1813.88,63.74,24.55,1.21,-0.01
4244,13569,Soybean,Yellow,"Taylor, Osborne and Manning",Wholesaler,Saxony,Online,2024-10-01,1257.0,1.22,1533.54,21.59,1488.45,23.5,24.73,1.23,-0.01
4245,4746,Soybean,Yellow,"Fuller, Moore and Steele",Exporter,Brandenburg,Cooperative,2025-05-05,1153.7,0.61,703.76,7.17,606.34,90.25,20.68,0.6,0.01
4246,5398,Potato,Red,Cox-Daugherty,Retailer,Brandenburg,Direct,2024-12-01,950.0,1.23,1168.5,47.24,1097.37,23.89,24.95,1.17,0.06
4247,9019,Soybean,Yellow,"Nelson, Barnett and Gonzalez",Wholesaler,Lower Saxony,Online,2024-06-11,398.9,0.77,307.15,33.45,220.65,53.05,17.86,0.81,-0.04
4248,9427,Soybean,Black,Gutierrez-Golden,Wholesaler,Bavaria,Online,2025-04-26,1586.3,0.76,1205.59,11.66,1183.66,10.27,12.82,0.75,0.01
4249,318,Potato,Russet,Gibson-Wells,Wholesaler,Brandenburg,Direct,2025-05-04,935.7,0.39,364.92,0.94,284.93,79.05,6.36,0.41,-0.02
4250,9713,Corn,Dent,Morris and Sons,Exporter,Hesse,Cooperative,2025-03-15,1732.9,1.48,2564.69,37.0,2515.74,11.95,21.53,1.46,0.02
4251,5697,Barley,Hulless,Richmond-Nelson,Wholesaler,Saxony,Cooperative,2025-01-07,681.2,1.51,1028.61,44.73,959.51,24.37,13.49,1.47,0.04
4252,10314,Wheat,Durum,Hicks-Johnson,Retailer,Hesse,Direct,2025-02-15,1065.9,0.67,714.15,30.05,654.08,30.02,6.6,0.66,0.01
4253,128,Soybean,Black,"Hawkins, Russell and Myers",Retailer,Brandenburg,Online,2025-05-04,480.1,1.35,648.14,35.6,539.36,73.18,15.02,1.29,0.06
4254,9334,Potato,Russet,Harris Group,Retailer,Bavaria,Online,2024-07-22,1682.6,1.34,2254.68,41.66,2119.82,93.2,6.62,1.47,-0.13
4255,8734,Potato,Red,Blackburn Inc,Retailer,Bavaria,Cooperative,2025-02-20,1249.2,0.47,587.12,20.5,479.77,86.85,18.39,0.46,0.01
4256,11052,Barley,Hulled,Cisneros PLC,Retailer,Hesse,Online,2025-03-17,1550.3,0.38,589.11,16.61,474.01,98.49,18.89,0.37,0.01
4257,6952,Corn,Dent,Garcia and Sons,Wholesaler,Hesse,Direct,2025-03-23,1374.0,0.68,934.32,46.62,826.35,61.35,16.79,0.74,-0.06
4258,4178,Corn,Dent,"Bullock, Foster and Thomas",Exporter,Hesse,Online,2025-05-05,1125.3,1.06,1192.82,20.94,1085.16,86.72,23.53,1.12,-0.06
4259,10305,Potato,Russet,Hansen-Vaughn,Retailer,Lower Saxony,Cooperative,2025-01-04,453.9,0.32,145.25,47.1,77.5,20.65,6.58,0.31,0.01
4260,2843,Corn,Sweet,"Palmer, Garcia and Andrade",Retailer,Hesse,Online,2025-05-05,1139.0,1.08,1230.12,34.51,1120.66,74.95,7.26,1.03,0.05
4261,1006,Barley,Hulled,"Simon, Wilson and Watts",Exporter,Bavaria,Cooperative,2025-02-24,280.5,0.86,241.23,19.63,181.16,40.44,7.79,0.82,0.04
4262,11807,Corn,Dent,Holmes Ltd,Retailer,Brandenburg,Online,2024-07-31,812.7,1.61,1308.45,38.3,1233.56,36.59,7.6,1.48,0.13
4263,7508,Wheat,Durum,Miller LLC,Wholesaler,Saxony,Cooperative,2024-11-23,1735.8,0.76,1319.21,47.56,1190.41,81.24,10.1,0.71,0.05
4264,14014,Corn,Sweet,"Reynolds, Greene and Jones",Retailer,Bavaria,Online,2024-02-25,435.7,1.17,509.77,29.52,389.35,90.9,5.68,1.25,-0.08
4265,13331,Soybean,Yellow,"Moore, Walsh and Torres",Exporter,Bavaria,Online,2025-05-05,1580.1,0.96,1516.9,21.86,1397.37,97.67,19.07,0.99,-0.03
4266,3457,Potato,Red,"Smith, Obrien and Lee",Retailer,Bavaria,Direct,2024-10-17,1997.0,0.3,599.1,49.32,457.11,92.67,6.42,0.3,0.0
4267,9671,Wheat,Durum,Nolan PLC,Retailer,Bavaria,Online,2025-01-27,1938.7,1.58,3063.15,44.49,2969.56,49.1,8.69,1.48,0.1
4268,6633,Potato,Russet,Huerta-Brown,Exporter,Lower Saxony,Direct,2025-04-27,791.2,0.33,261.1,38.38,166.91,55.81,12.16,0.35,-0.02
4269,9281,Corn,Dent,Johnson-Duke,Retailer,Lower Saxony,Direct,2024-03-21,459.9,0.7,321.93,46.62,240.55,34.76,6.53,0.78,-0.08
4270,2905,Potato,Russet,Johnson-Doyle,Retailer,Brandenburg,Cooperative,2024-02-12,1546.6,1.03,1593.0,4.04,1505.32,83.64,14.19,0.94,0.09
4271,4013,Potato,Red,Carpenter-Mcdonald,Retailer,Lower Saxony,Cooperative,2024-10-17,464.7,0.78,362.47,25.73,282.51,54.23,22.5,0.81,-0.03
4272,8589,Soybean,Yellow,Hall-Dillon,Exporter,Saxony,Direct,2025-04-02,1804.5,0.38,685.71,20.93,582.01,82.77,21.27,0.36,0.02
4273,2422,Soybean,Black,White and Sons,Exporter,Hesse,Cooperative,2025-05-05,1979.6,1.35,2672.46,21.71,2600.23,50.52,6.03,1.46,-0.11
4274,11323,Barley,Hulless,"Washington, Roman and Wilkinson",Retailer,Bavaria,Cooperative,2024-05-31,879.8,0.8,703.84,19.56,665.19,19.09,10.6,0.88,-0.08
4275,9675,Potato,Russet,Mcdonald-Johnson,Retailer,Saxony,Direct,2025-05-03,1774.9,1.29,2289.62,31.25,2247.74,10.63,8.44,1.42,-0.13
4276,9099,Potato,Russet,"Odonnell, Miller and Bryant",Retailer,Lower Saxony,Online,2025-05-05,1758.5,0.5,879.25,24.83,779.18,75.24,7.02,0.48,0.02
4277,14779,Soybean,Black,Garcia-Pratt,Retailer,Brandenburg,Online,2025-01-19,1924.8,1.17,2252.02,4.98,2163.14,83.9,16.54,1.13,0.04
4278,6725,Soybean,Black,Bailey and Sons,Retailer,Brandenburg,Cooperative,2024-10-20,370.8,0.61,226.19,21.72,173.13,31.34,7.88,0.65,-0.04
4279,9539,Wheat,Durum,Jones LLC,Retailer,Lower Saxony,Direct,2025-05-01,222.6,1.22,271.57,31.78,152.89,86.9,13.21,1.11,0.11
4280,12603,Potato,Red,Griffith LLC,Wholesaler,Brandenburg,Direct,2025-05-03,1906.0,1.33,2534.98,43.34,2455.14,36.5,16.26,1.3,0.03
4281,6073,Potato,Red,Snyder-Wilcox,Retailer,Saxony,Direct,2025-03-03,1368.9,0.71,971.92,27.29,921.08,23.55,6.8,0.74,-0.03
4282,10568,Soybean,Black,"Yoder, Ramsey and Harper",Wholesaler,Lower Saxony,Direct,2025-05-05,1842.8,0.98,1805.94,29.05,1732.01,44.88,6.86,0.91,0.07
4283,4233,Wheat,Durum,"Myers, Cook and Williams",Exporter,Saxony,Cooperative,2025-03-30,1182.2,1.31,1548.68,36.67,1500.45,11.56,22.27,1.28,0.03
4284,10927,Wheat,Durum,Taylor-Smith,Exporter,Saxony,Online,2024-06-11,771.0,0.94,724.74,43.57,669.9,11.27,22.25,0.96,-0.02
4285,5407,Soybean,Black,Johnson-Stephens,Retailer,Lower Saxony,Direct,2025-05-03,809.7,0.36,291.49,13.36,262.0,16.13,13.9,0.36,0.0
4286,12080,Corn,Dent,"Smith, Doyle and Li",Retailer,Bavaria,Cooperative,2025-04-28,1948.1,0.5,974.05,20.12,930.39,23.54,7.25,0.47,0.03
4287,10730,Corn,Sweet,"Bates, Gordon and Martin",Exporter,Brandenburg,Direct,2025-04-20,1466.8,1.09,1598.81,31.72,1530.42,36.67,15.56,1.15,-0.06
4288,13988,Corn,Sweet,Mann-Parker,Retailer,Brandenburg,Direct,2025-01-07,1206.6,1.49,1797.83,31.72,1678.04,88.07,11.05,1.43,0.06
4289,8879,Potato,Russet,Park Inc,Retailer,Brandenburg,Cooperative,2025-03-20,1747.4,0.95,1660.03,0.38,1600.96,58.69,14.59,0.91,0.04
4290,9152,Barley,Hulless,"Stewart, Hill and Pearson",Exporter,Lower Saxony,Online,2024-08-05,899.9,1.09,980.89,1.92,933.52,45.45,9.92,1.18,-0.09
4291,5230,Wheat,Emmer,Hull Inc,Exporter,Saxony,Direct,2025-03-17,1754.1,0.72,1262.95,1.12,1177.31,84.52,6.35,0.72,0.0
4292,131,Potato,Red,Miller Group,Wholesaler,Brandenburg,Cooperative,2025-05-05,369.7,0.72,266.18,30.53,180.59,55.06,9.55,0.73,-0.01
4293,3713,Barley,Hulless,Brooks-Rodriguez,Exporter,Saxony,Direct,2025-02-05,1297.3,1.12,1452.98,20.37,1348.97,83.64,23.29,1.21,-0.09
4294,2609,Barley,Hulless,Lowery Inc,Wholesaler,Lower Saxony,Direct,2025-04-11,730.2,0.37,270.17,29.48,203.36,37.33,18.37,0.4,-0.03
4295,13719,Potato,Russet,Bryant-Ball,Wholesaler,Lower Saxony,Direct,2024-07-04,685.9,0.65,445.84,48.41,345.83,51.6,8.47,0.63,0.02
4296,287,Potato,Russet,Glass-Davenport,Retailer,Bavaria,Online,2024-09-14,1635.3,0.72,1177.42,26.85,1062.24,88.33,24.8,0.66,0.06
4297,8642,Barley,Hulless,Woodard and Sons,Exporter,Lower Saxony,Cooperative,2024-11-12,643.4,0.38,244.49,32.89,162.95,48.65,21.24,0.37,0.01
4298,10028,Barley,Hulled,"Cervantes, Cole and Obrien",Exporter,Bavaria,Cooperative,2025-04-10,1119.8,1.25,1399.75,43.19,1281.55,75.01,21.37,1.15,0.1
4299,415,Potato,Russet,"Mccarty, Thompson and Collier",Retailer,Bavaria,Cooperative,2025-05-05,1658.9,0.96,1592.54,33.99,1477.8,80.75,11.94,0.89,0.07
4300,1163,Wheat,Emmer,Escobar-Conley,Wholesaler,Bavaria,Direct,2025-01-12,715.9,0.93,665.79,10.6,616.02,39.17,20.98,0.88,0.05
4301,10157,Barley,Hulled,"Cisneros, Hutchinson and Lewis",Exporter,Saxony,Cooperative,2025-01-17,1592.0,1.39,2212.88,43.52,2137.12,32.24,19.82,1.39,0.0
4302,3264,Potato,Russet,Robles-Moore,Wholesaler,Bavaria,Online,2025-04-27,1339.1,0.51,682.94,34.03,582.24,66.67,5.34,0.55,-0.04
4303,4101,Corn,Sweet,"Ward, Alvarez and White",Exporter,Lower Saxony,Direct,2025-05-05,936.3,0.63,589.87,41.58,536.51,11.78,18.66,0.59,0.04
4304,9085,Corn,Dent,"Dixon, Jenkins and Solomon",Wholesaler,Saxony,Cooperative,2025-02-13,1829.0,0.96,1755.84,26.45,1688.89,40.5,16.11,1.07,-0.11
4305,3817,Barley,Hulled,"Kemp, Harvey and Hernandez",Exporter,Bavaria,Cooperative,2025-01-16,1481.9,0.58,859.5,42.78,784.87,31.85,12.79,0.57,0.01
4306,6536,Soybean,Black,Mack LLC,Retailer,Hesse,Direct,2024-11-19,223.6,1.15,257.14,20.41,185.71,51.02,13.28,1.18,-0.03
4307,13888,Wheat,Durum,Johnson-Sanchez,Wholesaler,Saxony,Online,2025-03-04,260.1,0.95,247.1,9.67,184.01,53.42,9.46,1.02,-0.07
4308,11214,Barley,Hulless,Rojas Inc,Retailer,Saxony,Online,2024-02-23,1392.4,0.4,556.96,3.27,508.12,45.57,17.78,0.41,-0.01
4309,13851,Potato,Red,"Gomez, Randolph and Carter",Exporter,Saxony,Cooperative,2025-03-24,868.0,1.49,1293.32,28.5,1201.7,63.12,16.07,1.48,0.01
4310,853,Corn,Dent,Mitchell-Larsen,Retailer,Brandenburg,Online,2024-12-12,1180.0,0.29,342.2,14.71,257.58,69.91,23.68,0.31,-0.02
4311,1665,Corn,Dent,"Mckinney, Yang and Barker",Wholesaler,Bavaria,Direct,2025-01-25,577.5,1.04,600.6,11.56,516.39,72.65,22.89,0.99,0.05
4312,11949,Barley,Hulled,Hoffman-Howell,Wholesaler,Saxony,Direct,2025-03-02,503.6,0.93,468.35,9.01,421.83,37.51,22.36,0.95,-0.02
4313,598,Corn,Dent,King PLC,Retailer,Lower Saxony,Online,2023-12-07,942.9,0.55,518.6,41.46,408.83,68.31,8.61,0.59,-0.04
4314,5646,Potato,Russet,Arnold-Stewart,Wholesaler,Lower Saxony,Online,2025-05-05,1392.2,0.52,723.94,48.6,607.73,67.61,18.76,0.48,0.04
4315,8461,Soybean,Black,Willis-Klein,Wholesaler,Hesse,Online,2025-04-19,1554.9,1.38,2145.76,43.52,2008.51,93.73,13.17,1.38,0.0
4316,11,Corn,Dent,"Mahoney, Hendricks and Ramirez",Retailer,Bavaria,Cooperative,2025-03-26,308.8,0.95,293.36,17.5,203.02,72.84,21.21,1.01,-0.06
4317,7237,Wheat,Durum,"Jacobs, Pittman and Novak",Retailer,Bavaria,Cooperative,2024-12-06,1306.4,0.73,953.67,21.04,896.52,36.11,23.05,0.69,0.04
4318,7943,Wheat,Emmer,Mcclain Group,Exporter,Bavaria,Direct,2024-12-11,1197.4,0.58,694.49,7.09,595.83,91.57,16.62,0.56,0.02
4319,12885,Wheat,Durum,Brown PLC,Wholesaler,Saxony,Online,2025-04-17,1780.1,0.77,1370.68,35.26,1315.91,19.51,19.39,0.75,0.02
4320,8361,Wheat,Emmer,"Harris, Burton and Brown",Retailer,Lower Saxony,Direct,2025-04-21,1290.6,0.79,1019.57,20.91,928.0,70.66,23.9,0.73,0.06
4321,1118,Potato,Russet,Jimenez-Martin,Exporter,Hesse,Online,2024-10-21,1126.3,1.31,1475.45,44.0,1358.27,73.18,15.99,1.25,0.06
4322,14739,Wheat,Durum,"Barnett, Morgan and Wilson",Retailer,Brandenburg,Cooperative,2024-08-24,1141.7,0.82,936.19,0.56,852.02,83.61,8.29,0.79,0.03
4323,1019,Wheat,Emmer,"Walton, Jones and Fleming",Retailer,Saxony,Cooperative,2024-04-13,1097.5,0.72,790.2,47.04,721.71,21.45,11.18,0.72,0.0
4324,13531,Barley,Hulled,Gibson PLC,Wholesaler,Saxony,Online,2025-03-14,772.2,1.5,1158.3,49.81,1056.21,52.28,8.11,1.49,0.01
4325,4175,Wheat,Durum,Harris PLC,Wholesaler,Saxony,Direct,2025-01-23,487.1,1.27,618.62,12.76,558.93,46.93,10.98,1.24,0.03
4326,5530,Soybean,Yellow,"Cruz, Ruiz and Berry",Wholesaler,Brandenburg,Online,2025-03-15,876.7,1.06,929.3,39.84,826.69,62.77,9.24,1.12,-0.06
4327,14801,Barley,Hulless,"Rodriguez, Adams and Key",Wholesaler,Hesse,Online,2025-04-13,366.2,0.75,274.65,4.27,259.82,10.56,16.14,0.76,-0.01
4328,7425,Corn,Dent,King Ltd,Exporter,Saxony,Online,2024-10-27,728.0,0.88,640.64,17.33,566.96,56.35,8.3,0.93,-0.05
4329,7364,Soybean,Yellow,Adams-Riley,Exporter,Bavaria,Cooperative,2025-04-12,711.2,0.94,668.53,9.29,608.87,50.37,16.42,0.86,0.08
4330,9931,Soybean,Yellow,"Castillo, Guzman and Smith",Exporter,Brandenburg,Online,2025-02-07,1505.0,0.89,1339.45,34.26,1229.16,76.03,7.79,0.96,-0.07
4331,647,Corn,Dent,Powers PLC,Exporter,Bavaria,Direct,2024-07-30,873.1,0.53,462.74,46.15,318.59,98.0,20.15,0.58,-0.05
4332,4064,Wheat,Durum,Hammond Inc,Exporter,Hesse,Direct,2025-02-04,1437.3,0.69,991.74,42.66,855.96,93.12,22.01,0.63,0.06
4333,6247,Barley,Hulled,"Walters, Atkinson and Cooper",Wholesaler,Lower Saxony,Online,2025-01-02,1300.4,0.55,715.22,9.2,690.73,15.29,22.64,0.58,-0.03
4334,2346,Potato,Red,Garrett-Parker,Retailer,Saxony,Online,2024-11-25,459.6,1.17,537.73,43.57,411.46,82.7,19.38,1.22,-0.05
4335,6625,Potato,Russet,Thompson Ltd,Wholesaler,Hesse,Direct,2024-02-28,1306.0,1.22,1593.32,13.92,1493.35,86.05,5.05,1.24,-0.02
4336,4802,Potato,Russet,Robles LLC,Wholesaler,Lower Saxony,Cooperative,2024-11-25,1139.3,0.45,512.68,32.36,429.52,50.8,5.31,0.41,0.04
4337,6008,Potato,Red,Mack-Alvarez,Wholesaler,Bavaria,Cooperative,2025-04-26,883.9,1.45,1281.66,47.09,1177.05,57.52,8.32,1.48,-0.03
4338,14756,Barley,Hulled,Castro Ltd,Exporter,Brandenburg,Cooperative,2023-12-26,571.2,0.52,297.02,4.47,260.97,31.58,24.22,0.53,-0.01
4339,8574,Barley,Hulless,"Turner, Perez and Reed",Retailer,Brandenburg,Online,2024-09-02,1804.1,1.4,2525.74,46.54,2396.63,82.57,6.63,1.43,-0.03
4340,11611,Corn,Dent,"Campbell, Love and Jackson",Wholesaler,Lower Saxony,Cooperative,2025-01-24,704.0,1.31,922.24,37.84,790.34,94.06,5.48,1.26,0.05
4341,2417,Wheat,Emmer,Jones-Sandoval,Exporter,Lower Saxony,Online,2025-05-05,876.9,0.6,526.14,31.03,473.23,21.88,24.97,0.58,0.02
4342,10418,Corn,Sweet,Soto-Shaw,Wholesaler,Saxony,Direct,2025-04-04,1209.3,1.07,1293.95,8.94,1187.88,97.13,18.65,1.17,-0.1
4343,7170,Soybean,Black,Nguyen-Valdez,Exporter,Bavaria,Direct,2025-05-04,1273.1,0.69,878.44,4.73,784.28,89.43,10.59,0.66,0.03
4344,11929,Wheat,Emmer,Johnson PLC,Retailer,Brandenburg,Online,2024-11-11,654.5,1.01,661.04,10.12,576.49,74.43,10.33,1.08,-0.07
4345,2056,Wheat,Emmer,Bass-Perry,Exporter,Bavaria,Online,2025-04-19,1382.8,1.32,1825.3,23.91,1705.16,96.23,16.68,1.28,0.04
4346,2728,Corn,Dent,Chung Inc,Wholesaler,Saxony,Online,2024-08-02,1321.4,0.45,594.63,5.43,568.13,21.07,20.88,0.44,0.01
4347,4745,Soybean,Yellow,"Rose, Miller and Kim",Wholesaler,Hesse,Direct,2025-05-05,1585.3,1.36,2156.01,42.23,2074.84,38.94,19.39,1.47,-0.11
4348,3424,Soybean,Yellow,Myers Inc,Retailer,Hesse,Cooperative,2024-09-17,1337.8,1.23,1645.49,17.67,1609.9,17.92,13.79,1.34,-0.11
4349,11659,Corn,Sweet,Mccormick Ltd,Exporter,Brandenburg,Direct,2024-11-21,1491.6,1.28,1909.25,25.84,1812.23,71.18,13.94,1.22,0.06
4350,10509,Soybean,Black,"Terry, Richardson and Alvarado",Exporter,Lower Saxony,Direct,2025-04-03,860.1,0.31,266.63,10.55,212.87,43.21,16.14,0.33,-0.02
4351,14479,Potato,Red,"Long, Alvarez and Hill",Retailer,Saxony,Direct,2025-01-10,1096.6,1.4,1535.24,10.97,1460.5,63.77,14.91,1.39,0.01
4352,1080,Potato,Red,"Brennan, White and Scott",Retailer,Bavaria,Direct,2025-03-01,1530.8,0.32,489.86,40.0,411.7,38.16,17.07,0.32,0.0
4353,9318,Soybean,Black,Powell-Jones,Wholesaler,Hesse,Direct,2025-03-13,1655.5,0.53,877.42,34.93,772.4,70.09,5.01,0.58,-0.05
4354,8894,Wheat,Durum,Miller Inc,Retailer,Lower Saxony,Direct,2025-03-06,819.5,0.36,295.02,29.22,227.44,38.36,12.03,0.35,0.01
4355,11629,Wheat,Emmer,Wilson-Thomas,Exporter,Lower Saxony,Direct,2025-05-03,1823.3,0.33,601.69,36.54,548.98,16.17,17.56,0.35,-0.02
4356,6728,Barley,Hulled,Smith Ltd,Wholesaler,Brandenburg,Cooperative,2025-05-05,843.5,1.19,1003.76,33.03,942.21,28.52,15.3,1.16,0.03
4357,10332,Potato,Russet,Smith Ltd,Wholesaler,Brandenburg,Direct,2025-03-15,584.3,0.77,449.91,31.23,395.66,23.02,8.65,0.76,0.01
4358,40,Barley,Hulless,"Foley, Gallagher and Kennedy",Wholesaler,Brandenburg,Direct,2025-05-05,1811.4,1.36,2463.5,12.33,2367.14,84.03,13.15,1.41,-0.05
4359,1160,Corn,Sweet,"Fuller, Pratt and Mcdonald",Wholesaler,Saxony,Direct,2025-02-15,1333.8,0.45,600.21,44.1,502.79,53.32,6.22,0.41,0.04
4360,2406,Soybean,Yellow,Franklin PLC,Exporter,Saxony,Cooperative,2025-05-05,1280.4,0.94,1203.58,1.16,1106.59,95.83,7.48,1.04,-0.1
4361,14231,Barley,Hulless,Hester Inc,Exporter,Lower Saxony,Direct,2024-12-10,1059.4,1.05,1112.37,6.23,1048.79,57.35,10.76,1.13,-0.08
4362,5245,Soybean,Black,Stephens-Perry,Retailer,Brandenburg,Online,2025-04-20,437.2,0.68,297.3,8.21,248.1,40.99,6.75,0.67,0.01
4363,14935,Soybean,Yellow,Lee Ltd,Exporter,Bavaria,Direct,2024-03-10,205.1,1.48,303.55,47.92,206.41,49.22,15.67,1.37,0.11
4364,6524,Barley,Hulless,"Johnson, Blankenship and Anderson",Wholesaler,Brandenburg,Online,2025-04-24,805.4,1.52,1224.21,17.6,1109.19,97.42,19.42,1.39,0.13
4365,2207,Wheat,Emmer,Foster-Lee,Retailer,Hesse,Cooperative,2025-03-28,1806.5,0.9,1625.85,24.64,1531.94,69.27,9.67,0.95,-0.05
4366,988,Barley,Hulled,Stanley and Sons,Exporter,Lower Saxony,Direct,2025-05-05,392.4,0.65,255.06,35.95,192.76,26.35,16.02,0.62,0.03
4367,7222,Wheat,Emmer,Wilson LLC,Wholesaler,Hesse,Online,2024-10-15,549.0,1.4,768.6,32.34,707.14,29.12,18.47,1.38,0.02
4368,13592,Soybean,Yellow,Harmon-Williams,Exporter,Bavaria,Direct,2025-01-25,1417.8,0.5,708.9,19.63,659.6,29.67,23.62,0.48,0.02
4369,4867,Barley,Hulled,"Pham, Dunn and Diaz",Retailer,Hesse,Cooperative,2024-05-24,460.8,0.67,308.74,49.29,211.95,47.5,8.38,0.72,-0.05
4370,7554,Corn,Sweet,Rogers-Martinez,Retailer,Lower Saxony,Cooperative,2023-12-11,655.1,0.72,471.67,43.77,370.43,57.47,8.07,0.7,0.02
4371,1270,Corn,Sweet,Campbell Ltd,Exporter,Bavaria,Direct,2025-05-05,1598.2,0.59,942.94,17.0,835.27,90.67,10.75,0.62,-0.03
