production_id,farm_name,field_id,field_location,crop_type,crop_variety,planting_date,harvest_date,fertilizer_type,fertilizer_quantity_kg,pesticide_type,pesticide_quantity_ltr,irrigation_type,irrigation_quantity_ltr,total_yield_kg,avg_yield_per_hectare,soil_ph,rainfall_mm,avg_temperature_c,labor_hours,number_of_workers,machinery_used,expected_market_price_per_kg,expected_total_revenue_eur
5878,"Gardner, James and Rodriguez",F-868,New Cody,Barley,Hulless,2025-02-26,2025-06-23,NPK 15-15-15,184.7,Glyphosate,26.2,Sprinkler,752.0,5004.8,3008.5,7.5,724.8,20.6,167.0,8,Harvester,1.01,5054.81
5879,James LLC,F-896,Sarafurt,Soybean,Black,2023-06-13,2023-10-21,Compost,223.4,Chlorpyrifos,29.3,Drip,1786.7,2019.7,1156.5,7.31,510.7,23.6,199.7,8,Plough,1.49,3009.28
5880,Gonzales-Rodriguez,F-472,Jefferyville,Corn,Sweet,2023-08-29,2024-01-16,Urea,68.8,Chlorpyrifos,5.1,Drip,1043.3,5671.3,8963.9,6.84,239.8,17.4,93.6,5,Plough,0.48,2722.21
5881,Powell-Mason,F-932,Jacksonburgh,Soybean,Yellow,2023-08-08,2024-01-12,Compost,57.6,Neem Oil,19.6,Sprinkler,1622.1,4218.3,2931.6,6.15,310.5,14.0,64.1,8,Plough,1.42,5989.96
5882,"Gomez, Jimenez and Reese",F-190,Tracystad,Corn,Sweet,2025-01-01,2025-04-02,Compost,129.6,Glyphosate,24.7,Flood,1845.4,9689.7,13045.3,6.45,260.1,23.4,134.0,8,Harvester,0.5,4844.84
5883,"Brown, Elliott and Wagner",F-747,Wilsonbury,Potato,Red,2023-05-30,2023-09-20,Urea,210.0,Neem Oil,26.0,Sprinkler,1778.2,7925.5,5412.1,7.34,398.8,15.1,51.5,10,Tractor,0.49,3883.48
5884,Davis LLC,F-302,Davischester,Barley,Hulled,2024-09-19,2025-02-16,Compost,108.3,Chlorpyrifos,16.6,Flood,1118.9,2870.2,4806.3,5.92,762.3,24.7,175.2,4,Plough,1.09,3128.56
5885,Thompson-Pace,F-442,West Maryview,Wheat,Emmer,2023-05-30,2023-09-28,Compost,53.1,Chlorpyrifos,5.7,Drip,1809.2,6133.7,4918.9,6.58,548.3,12.7,137.6,9,Harvester,0.62,3802.91
5886,Mosley LLC,F-511,Port Josephville,Barley,Hulless,2024-04-13,2024-07-20,Compost,195.5,Glyphosate,24.9,Drip,1733.7,2184.4,1066.4,6.22,297.1,12.3,62.8,2,Harvester,1.36,2970.74
5887,Jordan LLC,F-881,Evelynhaven,Potato,Russet,2024-02-13,2024-05-24,Urea,214.4,Glyphosate,10.1,Flood,1316.3,7849.1,6060.7,6.51,772.6,14.8,126.1,3,Plough,0.79,6200.8
5888,"Thomas, Leach and Gutierrez",F-389,Jessicastad,Barley,Hulled,2024-11-26,2025-04-27,Urea,185.0,Chlorpyrifos,21.6,Sprinkler,662.4,5359.9,3369.7,6.27,328.4,22.4,52.8,10,Harvester,0.34,1822.38
5889,Keller PLC,F-280,Port Jeffreymouth,Soybean,Black,2023-11-17,2024-04-03,Urea,233.2,Chlorpyrifos,27.6,Sprinkler,1781.3,7112.3,4046.9,5.67,684.4,20.5,81.2,7,Harvester,0.52,3698.4
5890,King PLC,F-975,Pooleberg,Barley,Hulless,2024-07-08,2024-10-29,NPK 15-15-15,85.6,Chlorpyrifos,23.1,Flood,1823.6,2680.9,3423.9,5.9,734.6,19.9,147.6,7,Tractor,0.44,1179.6
5891,"Lopez, Kelley and Lee",F-244,New Philip,Wheat,Durum,2023-05-18,2023-10-13,Urea,287.0,Neem Oil,16.8,Drip,1249.5,5221.9,6996.3,7.4,640.8,19.8,121.6,9,Plough,0.82,4281.95
5892,"Martin, Nolan and Montoya",F-812,Smithfort,Corn,Dent,2024-01-09,2024-05-24,Compost,105.9,Chlorpyrifos,12.2,Sprinkler,1416.5,7161.2,4730.8,5.58,784.7,16.3,50.8,8,Harvester,1.15,8235.41
5893,"Lowe, Collins and Green",F-853,Adamburgh,Soybean,Yellow,2023-12-06,2024-03-24,Compost,162.8,Glyphosate,13.3,Flood,1586.6,3246.1,1357.2,5.89,562.1,13.0,182.7,9,Plough,0.45,1460.74
5894,"Martinez, Bell and Campbell",F-536,Michaelfurt,Potato,Red,2024-04-04,2024-07-03,NPK 15-15-15,173.8,Chlorpyrifos,7.6,Sprinkler,1576.7,1059.7,1156.2,6.69,382.4,13.2,134.9,5,Plough,0.4,423.89
5895,"Gonzalez, Roth and Jordan",F-369,Port Christopher,Potato,Russet,2023-07-08,2023-10-23,NPK 15-15-15,233.1,Chlorpyrifos,22.9,Flood,531.3,6361.2,3414.7,6.42,742.1,23.5,128.8,5,Harvester,1.24,7887.91
5896,Mcmillan-Roy,F-393,Melvintown,Wheat,Durum,2024-06-19,2024-11-22,Compost,218.3,Glyphosate,17.4,Flood,1524.1,9863.7,10508.5,6.07,448.7,15.1,197.1,6,Harvester,0.85,8384.18
5897,"Bell, Spears and Harrell",F-520,Kendrafort,Barley,Hulled,2024-07-22,2024-11-22,NPK 15-15-15,142.8,Glyphosate,24.5,Drip,1058.4,7044.7,6163.4,5.91,347.8,24.7,87.6,5,Tractor,1.4,9862.6
5898,Richardson PLC,F-522,New Rebeccahaven,Potato,Red,2024-01-20,2024-05-04,NPK 15-15-15,238.4,Neem Oil,6.4,Sprinkler,1706.6,7754.2,7031.3,5.63,578.9,20.7,110.0,7,Plough,1.48,11476.28
5899,Terry Group,F-471,South Charles,Soybean,Yellow,2025-04-17,2025-07-26,NPK 15-15-15,123.9,Chlorpyrifos,8.7,Drip,766.7,5173.8,3088.3,7.49,442.9,26.0,193.8,8,Tractor,0.95,4915.07
5900,Harris Inc,F-162,Lake Christine,Soybean,Black,2024-02-29,2024-06-05,Compost,147.1,Chlorpyrifos,5.4,Drip,915.2,1792.4,1006.2,5.75,673.7,13.9,107.3,10,Plough,1.14,2043.3
5901,"Mayer, Quinn and Wright",F-995,Harrisonmouth,Potato,Russet,2024-05-15,2024-10-20,Urea,138.5,Chlorpyrifos,19.8,Flood,1721.3,6165.9,3504.3,6.26,669.3,22.1,52.6,3,Harvester,1.29,7954.06
5902,Moore Group,F-137,South Sergio,Corn,Sweet,2023-11-10,2024-03-21,Compost,196.5,Glyphosate,10.9,Sprinkler,1028.4,6183.1,5237.7,5.88,524.5,23.5,74.6,10,Harvester,0.62,3833.5
5903,Gonzales-Hamilton,F-856,Rhondahaven,Barley,Hulless,2024-11-12,2025-02-24,Urea,289.2,Chlorpyrifos,19.4,Flood,535.2,3351.0,4794.9,6.07,523.5,21.0,83.7,8,Plough,0.54,1809.56
5904,Carpenter LLC,F-233,Medinamouth,Wheat,Emmer,2025-02-27,2025-07-05,Urea,291.3,Glyphosate,14.0,Flood,805.8,2706.2,4766.7,5.54,205.1,22.6,163.6,10,Tractor,0.53,1434.29
5905,"Ellis, Phillips and Parks",F-866,Josephborough,Wheat,Durum,2024-09-10,2025-01-15,Urea,254.7,Glyphosate,13.3,Flood,1433.4,7584.1,4446.7,6.0,659.1,21.8,173.9,7,Tractor,1.27,9631.86
5906,Harris Group,F-184,Danafort,Wheat,Durum,2025-01-02,2025-05-19,Compost,296.5,Chlorpyrifos,11.2,Flood,963.5,4128.9,2208.6,7.13,374.7,22.6,166.5,2,Tractor,1.04,4294.1
5907,"Christensen, Powell and Wagner",F-681,Lake Markfurt,Soybean,Yellow,2023-08-31,2024-01-28,NPK 15-15-15,152.3,Chlorpyrifos,5.3,Flood,962.3,9291.9,8849.3,5.65,652.0,16.2,148.3,2,Plough,0.98,9106.08
5908,Merritt-Lucas,F-994,Port Jacob,Soybean,Black,2024-09-17,2024-12-19,NPK 15-15-15,139.5,Glyphosate,23.5,Drip,1673.0,3985.6,1770.8,7.03,209.9,23.6,81.6,9,Harvester,0.73,2909.5
5909,Sanders Ltd,F-249,Port Daniel,Corn,Dent,2023-09-27,2024-02-05,Urea,243.0,Glyphosate,23.5,Sprinkler,1575.2,3988.9,5008.0,5.63,478.1,16.5,188.1,5,Harvester,0.69,2752.33
5910,"Smith, Sanchez and Williams",F-312,New Erin,Potato,Red,2024-04-15,2024-09-16,Urea,194.3,Chlorpyrifos,25.7,Sprinkler,1729.5,7231.3,2911.2,6.31,408.2,12.6,52.0,2,Tractor,0.81,5857.37
5911,Gonzalez Ltd,F-593,Lauraville,Corn,Dent,2023-10-21,2024-03-15,Urea,255.6,Glyphosate,16.9,Sprinkler,1963.4,8157.6,4716.5,6.6,268.1,15.4,179.2,6,Harvester,0.33,2691.99
5912,Garcia Group,F-951,Ambertown,Wheat,Emmer,2024-06-02,2024-09-28,NPK 15-15-15,294.5,Neem Oil,27.2,Drip,718.0,9035.7,6933.2,6.17,268.5,18.9,57.6,4,Harvester,0.94,8493.56
5913,Henderson PLC,F-903,Port Davidbury,Soybean,Black,2023-09-01,2023-12-29,NPK 15-15-15,149.5,Neem Oil,29.2,Sprinkler,743.5,3742.7,3289.2,7.3,499.3,13.1,83.4,5,Harvester,0.93,3480.7
5914,"Copeland, Rojas and Mendez",F-549,Stephanieland,Corn,Sweet,2024-05-24,2024-10-29,Urea,200.2,Glyphosate,14.6,Drip,1787.4,5220.3,3110.1,7.07,716.6,20.4,115.3,4,Harvester,1.31,6838.55
5915,Hill-Mcclure,F-194,New Timothy,Corn,Sweet,2023-07-26,2023-10-25,NPK 15-15-15,74.9,Chlorpyrifos,7.2,Flood,1980.2,2779.7,1631.5,7.32,799.8,13.7,109.9,6,Harvester,0.47,1306.44
5916,Ward and Sons,F-480,Lisamouth,Corn,Dent,2025-04-07,2025-08-26,NPK 15-15-15,58.8,Chlorpyrifos,24.2,Drip,627.7,6962.5,13201.9,6.09,514.6,13.3,117.4,9,Plough,1.47,10234.81
5917,Smith Group,F-901,Smithchester,Corn,Sweet,2024-07-25,2024-11-26,NPK 15-15-15,229.5,Glyphosate,20.8,Sprinkler,1561.6,7389.8,7036.2,6.02,253.5,21.9,186.6,2,Tractor,0.81,5985.72
5918,Young Group,F-124,Brianfurt,Potato,Red,2025-02-17,2025-07-13,NPK 15-15-15,163.1,Neem Oil,13.2,Drip,1126.5,3033.7,4240.8,5.96,277.3,14.1,101.7,7,Tractor,0.76,2305.62
5919,Jenkins Ltd,F-812,Port Douglas,Wheat,Emmer,2023-05-31,2023-09-19,Urea,286.2,Glyphosate,14.7,Sprinkler,1461.3,4730.3,6771.4,6.2,272.2,22.2,180.1,9,Tractor,1.1,5203.34
5920,Arnold-Jacobs,F-196,West Daniel,Potato,Red,2025-03-02,2025-06-24,NPK 15-15-15,254.5,Chlorpyrifos,16.9,Flood,1927.9,4821.8,2521.9,5.79,751.3,14.5,131.9,5,Tractor,0.49,2362.67
5921,"Kaiser, Thomas and Mullen",F-300,Nixonville,Potato,Red,2024-12-29,2025-04-02,Urea,225.8,Chlorpyrifos,24.4,Drip,842.3,8678.4,8092.6,6.01,426.9,14.7,95.2,7,Plough,0.37,3211.02
5922,Rogers Group,F-519,North Bruce,Potato,Red,2025-01-06,2025-05-02,Urea,56.3,Glyphosate,19.0,Drip,1490.6,2863.4,4515.4,6.13,498.1,23.6,51.3,2,Plough,0.82,2347.99
5923,Jones Group,F-823,Leblanctown,Soybean,Black,2023-12-12,2024-05-01,Compost,119.1,Neem Oil,21.8,Flood,1644.9,7263.7,7464.2,6.56,388.1,24.6,102.1,3,Plough,0.8,5810.97
5924,Fletcher PLC,F-216,North Annefort,Wheat,Durum,2024-03-03,2024-07-22,NPK 15-15-15,219.8,Neem Oil,25.6,Drip,1736.2,5828.7,3216.1,6.44,674.5,21.8,66.3,4,Plough,1.16,6761.3
5925,White-Blanchard,F-119,Barnesstad,Potato,Red,2024-09-12,2025-02-07,Compost,165.6,Neem Oil,25.8,Flood,1677.2,5319.4,4803.7,6.12,501.4,16.8,194.8,5,Tractor,1.17,6223.7
5926,"Lewis, Tran and Farmer",F-227,North Kelly,Corn,Dent,2023-06-09,2023-09-09,Compost,278.2,Neem Oil,17.2,Flood,1401.0,3333.1,1881.7,6.39,465.1,21.5,197.7,7,Plough,0.52,1733.2
5927,Ruiz and Sons,F-516,New Ginamouth,Potato,Russet,2024-04-09,2024-08-14,Urea,69.6,Neem Oil,20.3,Drip,965.7,7153.6,4115.1,5.93,255.1,22.0,191.8,2,Tractor,1.17,8369.73
5928,Webster-Lane,F-977,New Alejandro,Corn,Sweet,2023-07-05,2023-10-09,Urea,188.0,Neem Oil,24.2,Sprinkler,939.4,3413.8,1755.0,6.1,330.0,21.2,178.4,9,Plough,0.7,2389.67
5929,Johnson Inc,F-451,Meganfurt,Corn,Dent,2025-03-26,2025-08-15,Compost,195.7,Chlorpyrifos,11.1,Flood,1464.5,9333.7,9987.3,6.33,532.4,16.0,139.3,10,Plough,0.84,7840.33
5930,Flynn-Olson,F-312,Lake Shari,Barley,Hulled,2023-09-16,2024-01-24,Urea,127.7,Neem Oil,13.3,Flood,673.7,5820.3,3980.0,5.57,716.8,14.1,50.6,3,Harvester,1.48,8614.07
5931,Palmer-Nguyen,F-429,Hansonside,Potato,Russet,2024-05-18,2024-10-06,Compost,236.6,Chlorpyrifos,23.3,Flood,749.7,7428.4,3626.8,5.76,204.5,21.0,89.5,3,Harvester,1.23,9136.92
5932,"Jensen, Brown and Jackson",F-771,New David,Potato,Red,2025-02-14,2025-06-18,Urea,271.4,Chlorpyrifos,9.0,Flood,597.8,4365.3,3061.3,6.14,368.1,18.7,158.6,4,Harvester,0.61,2662.86
5933,Hernandez and Sons,F-566,East Bailey,Soybean,Black,2024-01-13,2024-05-10,Compost,238.9,Chlorpyrifos,29.9,Sprinkler,1938.5,7533.4,6251.3,6.16,500.8,13.9,90.1,4,Tractor,1.21,9115.41
5934,"Thompson, Townsend and Scott",F-165,West Brittanybury,Soybean,Black,2024-10-03,2025-03-02,Compost,293.3,Glyphosate,9.5,Drip,779.8,1293.7,733.5,7.31,625.3,16.7,164.1,3,Tractor,0.55,711.55
5935,"Sampson, Orozco and Burns",F-544,Kellyland,Barley,Hulled,2024-07-02,2024-12-02,Compost,209.7,Chlorpyrifos,27.7,Sprinkler,1981.1,4612.5,2259.4,6.46,230.5,18.0,82.4,9,Harvester,0.83,3828.35
5936,"Morales, Collins and Greene",F-965,Payneton,Barley,Hulled,2024-05-28,2024-10-27,NPK 15-15-15,148.0,Chlorpyrifos,16.6,Drip,855.4,5505.6,2978.5,6.12,573.2,17.2,183.9,4,Harvester,1.47,8093.22
5937,"Guerra, Berry and Doyle",F-710,Karenborough,Barley,Hulled,2024-05-05,2024-10-11,Urea,224.4,Chlorpyrifos,29.5,Flood,1112.8,4982.0,5696.2,6.19,559.9,14.4,167.8,8,Plough,0.56,2789.94
5938,Benitez-Houston,F-664,South Megan,Barley,Hulled,2024-03-07,2024-06-29,NPK 15-15-15,211.8,Glyphosate,29.9,Sprinkler,1702.3,8085.4,3874.1,7.43,568.1,21.1,96.5,10,Harvester,0.97,7842.84
5939,"Banks, Wong and Ramirez",F-562,Amyside,Wheat,Durum,2024-02-05,2024-06-01,Compost,92.0,Chlorpyrifos,27.0,Flood,519.2,2362.0,2660.0,7.05,350.0,21.5,123.0,10,Tractor,0.99,2338.43
5940,Williams-Baxter,F-353,Adkinston,Barley,Hulled,2024-05-18,2024-10-24,Urea,238.8,Glyphosate,12.3,Drip,1600.0,4443.0,7507.5,5.92,393.3,17.4,159.6,3,Plough,0.34,1510.62
5941,"Brown, Lopez and Wallace",F-797,North Crystal,Wheat,Durum,2024-08-23,2024-12-14,Compost,275.0,Neem Oil,28.8,Sprinkler,1405.2,2856.1,4965.2,6.72,453.3,20.2,84.2,5,Plough,1.49,4255.63
5942,Cannon PLC,F-260,West Jamesbury,Soybean,Black,2023-07-01,2023-10-05,Urea,171.1,Neem Oil,7.2,Drip,1466.7,9262.8,12193.9,6.34,634.9,23.3,190.4,4,Harvester,0.37,3427.25
5943,Nunez-Carpenter,F-613,Andrewton,Soybean,Black,2023-07-26,2023-11-23,Urea,177.0,Chlorpyrifos,8.1,Drip,1338.8,4636.7,4153.8,7.27,550.1,13.2,179.5,2,Harvester,1.12,5193.07
5944,Sullivan-Davis,F-203,East Mark,Soybean,Yellow,2023-07-05,2023-11-12,NPK 15-15-15,168.3,Neem Oil,10.1,Flood,1411.4,8037.2,7898.6,5.68,448.7,13.7,137.5,10,Tractor,0.33,2652.26
5945,Jackson-Thompson,F-332,Brownshire,Potato,Russet,2023-05-07,2023-09-01,NPK 15-15-15,131.7,Glyphosate,15.7,Drip,1295.3,9523.4,11398.0,6.76,320.4,25.1,73.8,3,Plough,1.09,10380.48
5946,Fritz Ltd,F-459,Davidfurt,Corn,Sweet,2023-10-09,2024-01-17,Urea,120.6,Chlorpyrifos,8.5,Flood,1174.0,3714.2,2386.2,6.83,726.4,13.7,97.3,9,Plough,1.22,4531.36
5947,Hall Group,F-982,West Brianside,Wheat,Emmer,2024-03-06,2024-07-01,NPK 15-15-15,140.7,Chlorpyrifos,5.5,Drip,1013.0,4230.2,5294.2,5.93,646.0,16.0,146.1,3,Harvester,0.5,2115.08
5948,Garcia Inc,F-768,Millermouth,Barley,Hulless,2023-08-31,2024-01-21,Compost,204.3,Chlorpyrifos,26.5,Drip,1060.1,5088.9,3736.1,7.06,374.6,20.4,161.0,2,Plough,0.63,3206.03
5949,"Bauer, Phillips and Marshall",F-856,Brandonville,Wheat,Emmer,2023-08-04,2024-01-09,NPK 15-15-15,173.2,Glyphosate,8.3,Flood,853.0,5638.3,5559.6,5.75,548.9,17.4,79.8,8,Harvester,0.38,2142.56
5950,"Walsh, Cox and Spencer",F-309,North Mckenziemouth,Barley,Hulless,2024-08-12,2024-12-20,NPK 15-15-15,127.0,Neem Oil,18.4,Flood,1153.2,9096.1,4348.2,6.16,584.4,13.2,109.2,7,Tractor,0.46,4184.2
5951,Yates-Hall,F-197,Ericchester,Wheat,Emmer,2024-03-17,2024-06-23,Urea,257.3,Glyphosate,25.9,Drip,674.7,2425.0,1689.6,5.71,236.8,19.1,67.8,4,Plough,0.87,2109.77
5952,George-Miller,F-853,Allenburgh,Wheat,Emmer,2023-10-24,2024-02-10,Compost,158.2,Chlorpyrifos,22.8,Sprinkler,893.5,1288.6,2439.1,6.26,517.1,16.3,179.3,10,Plough,1.39,1791.14
5953,Allen Inc,F-757,Lake Jacob,Potato,Red,2023-11-22,2024-03-06,Urea,166.8,Chlorpyrifos,6.6,Drip,1439.9,2629.0,1158.3,6.4,792.2,16.8,116.5,10,Tractor,1.34,3522.88
5954,"Logan, Bennett and Gamble",F-259,South Robertchester,Soybean,Yellow,2025-04-22,2025-09-08,NPK 15-15-15,60.9,Neem Oil,15.2,Drip,1580.1,5733.1,5109.2,7.49,478.0,16.5,94.4,4,Plough,0.78,4471.81
5955,Phillips and Sons,F-613,West Nicole,Wheat,Emmer,2023-05-18,2023-09-07,Urea,185.6,Chlorpyrifos,16.7,Sprinkler,1581.4,2994.6,2249.5,5.7,356.9,19.6,175.2,4,Harvester,1.39,4162.5
5956,Roberts-Beck,F-990,West Thomasfort,Wheat,Durum,2024-04-07,2024-07-08,Compost,256.7,Neem Oil,5.9,Sprinkler,1555.3,2230.9,3400.0,6.41,737.9,15.3,170.4,10,Harvester,1.38,3078.6
5957,Hernandez Ltd,F-797,Shieldsfort,Wheat,Durum,2024-01-18,2024-06-12,Urea,53.1,Chlorpyrifos,8.9,Sprinkler,1235.8,3724.0,1750.8,7.18,630.4,17.1,180.1,2,Plough,0.99,3686.74
5958,"Mack, Martin and Mercer",F-714,Alisonhaven,Potato,Russet,2024-10-22,2025-03-05,Urea,120.6,Chlorpyrifos,26.2,Flood,1808.3,1493.7,1138.3,5.8,504.3,14.9,179.1,6,Tractor,1.22,1822.32
5959,"Kent, Middleton and Larson",F-474,South Lisaside,Soybean,Black,2024-08-29,2025-01-08,Compost,194.3,Glyphosate,12.1,Drip,1714.4,4280.6,2625.8,6.05,726.9,17.1,116.9,10,Tractor,1.13,4837.02
5960,Garcia Inc,F-640,Michelleville,Corn,Sweet,2025-03-01,2025-07-21,Urea,144.2,Glyphosate,27.1,Flood,1414.1,3367.1,2180.2,7.06,288.2,22.3,91.5,6,Plough,0.67,2255.98
5961,Scott Ltd,F-101,Darrenport,Corn,Sweet,2023-07-13,2023-12-09,NPK 15-15-15,89.7,Chlorpyrifos,10.3,Sprinkler,1926.8,9676.2,7131.0,5.87,735.2,20.7,101.8,4,Harvester,0.38,3676.97
5962,"Collins, Diaz and Torres",F-903,Gonzalesland,Potato,Red,2024-10-28,2025-03-20,Compost,174.9,Glyphosate,10.0,Drip,595.0,6336.0,4716.0,6.71,349.6,19.8,62.9,8,Harvester,0.6,3801.57
5963,"Mcconnell, Wallace and Leblanc",F-174,Huangview,Barley,Hulled,2025-04-11,2025-09-12,NPK 15-15-15,243.6,Chlorpyrifos,12.9,Sprinkler,589.2,3652.7,1578.3,7.07,602.6,23.9,90.9,6,Plough,0.89,3250.89
5964,"Vance, Smith and Ortiz",F-889,Kylemouth,Soybean,Black,2023-07-12,2023-10-18,Compost,253.3,Chlorpyrifos,26.0,Sprinkler,725.1,6023.3,3470.3,6.39,427.6,14.2,124.7,3,Tractor,0.77,4637.97
5965,Daniels Group,F-340,East Jonathanville,Soybean,Black,2024-09-21,2024-12-31,Compost,73.0,Chlorpyrifos,21.0,Drip,536.2,9803.7,5346.9,7.33,384.1,14.8,166.6,4,Harvester,1.42,13921.19
5966,Fitzpatrick Group,F-935,South Anthonyville,Wheat,Emmer,2024-09-17,2025-01-07,Urea,52.0,Glyphosate,8.0,Flood,556.0,2374.3,1309.2,5.66,709.6,22.8,87.1,8,Tractor,0.95,2255.55
5967,"Mcdowell, Wilson and Powers",F-300,Lewisbury,Wheat,Emmer,2023-10-09,2024-01-29,Compost,99.4,Glyphosate,20.5,Drip,1252.6,7888.2,4474.7,5.68,415.7,19.4,113.4,7,Tractor,0.99,7809.36
5968,Ortega PLC,F-838,South Franciscobury,Wheat,Durum,2025-02-25,2025-06-24,Urea,130.9,Neem Oil,28.8,Drip,1683.0,2509.9,1102.7,6.7,226.1,20.8,58.1,9,Tractor,1.12,2811.1
5969,Matthews-Howard,F-142,Greentown,Barley,Hulless,2024-01-03,2024-06-08,NPK 15-15-15,279.6,Neem Oil,5.7,Sprinkler,590.2,7934.1,9276.9,7.22,201.2,23.2,123.1,3,Plough,0.56,4443.09
5970,"Brown, Hampton and Santos",F-663,Kellyberg,Wheat,Durum,2023-06-20,2023-11-02,Urea,191.5,Glyphosate,22.9,Drip,1202.5,6471.4,5672.5,5.74,586.4,22.1,51.2,4,Plough,0.42,2717.98
5971,Sharp-Mckinney,F-219,Tranberg,Barley,Hulless,2024-12-28,2025-05-20,Compost,281.2,Neem Oil,11.0,Drip,1870.4,1120.9,555.8,7.39,647.6,16.7,59.5,7,Tractor,0.64,717.38
5972,Jones-Fisher,F-786,Jamieburgh,Corn,Dent,2025-02-21,2025-07-18,Urea,66.6,Neem Oil,11.8,Sprinkler,609.0,2005.8,1565.6,7.39,787.5,15.1,115.4,5,Harvester,1.03,2065.98
5973,"Zimmerman, Kirby and Huff",F-884,Nataliefort,Potato,Russet,2023-12-23,2024-04-16,NPK 15-15-15,241.5,Chlorpyrifos,11.6,Sprinkler,599.0,9975.8,5318.8,6.24,576.0,15.0,159.0,4,Harvester,1.1,10973.37
5974,Hopkins-Bender,F-457,West Renee,Soybean,Yellow,2024-01-03,2024-04-22,NPK 15-15-15,182.8,Neem Oil,16.4,Drip,1928.5,3923.7,2615.7,6.05,730.4,16.1,62.0,4,Harvester,0.41,1608.72
5975,Martinez Inc,F-531,Klineport,Barley,Hulled,2024-06-15,2024-10-26,NPK 15-15-15,248.7,Neem Oil,9.8,Drip,756.5,1247.9,708.2,5.58,246.2,25.3,113.4,2,Tractor,1.29,1609.76
5976,"Jones, Miller and Knapp",F-186,Richardbury,Corn,Sweet,2023-08-08,2024-01-03,NPK 15-15-15,262.8,Chlorpyrifos,15.9,Drip,1014.2,7162.0,5065.2,5.85,288.3,18.2,86.8,2,Plough,0.41,2936.42
5977,"Lamb, Davis and Miles",F-387,East Joshua,Barley,Hulled,2024-06-07,2024-10-02,Urea,73.9,Chlorpyrifos,23.0,Flood,1418.3,9728.7,13231.2,6.95,457.3,13.3,175.3,2,Tractor,0.46,4475.21
5978,Myers-Thomas,F-507,Mitchellview,Barley,Hulless,2024-10-18,2025-03-10,NPK 15-15-15,91.2,Neem Oil,13.4,Drip,960.2,4648.2,2010.0,7.05,256.8,24.3,141.0,4,Harvester,0.7,3253.74
5979,Juarez and Sons,F-721,South Karenview,Barley,Hulless,2024-01-09,2024-05-25,Urea,184.5,Chlorpyrifos,21.7,Drip,622.7,4983.4,2328.4,5.91,579.1,20.9,110.1,10,Plough,1.04,5182.69
5980,Smith-Johnson,F-172,Debbieport,Soybean,Black,2024-07-25,2024-11-15,NPK 15-15-15,228.8,Chlorpyrifos,16.1,Sprinkler,1856.5,2737.2,1100.2,6.47,778.3,16.2,119.8,9,Tractor,0.72,1970.81
5981,Vazquez and Sons,F-795,Bairdville,Wheat,Emmer,2023-07-21,2023-10-27,Urea,200.7,Chlorpyrifos,12.5,Flood,802.4,3872.1,3714.1,6.96,789.3,12.4,62.2,10,Tractor,0.8,3097.69
5982,May LLC,F-341,Newtonbury,Wheat,Durum,2025-04-24,2025-09-03,Urea,68.6,Chlorpyrifos,13.6,Drip,692.5,7469.0,3297.2,7.04,299.4,14.6,136.2,8,Harvester,0.76,5676.46
5983,Sherman Inc,F-122,Danielston,Corn,Sweet,2024-09-04,2024-12-18,Urea,51.4,Chlorpyrifos,7.2,Sprinkler,505.9,4793.2,7528.4,7.38,334.8,21.2,148.1,7,Harvester,1.29,6183.23
5984,Nichols-Ray,F-985,Shawnfurt,Corn,Dent,2024-09-09,2025-01-18,NPK 15-15-15,234.2,Neem Oil,25.2,Flood,932.8,7736.8,9908.3,6.89,659.6,12.5,199.5,3,Tractor,1.18,9129.46
5985,Grant PLC,F-326,North Joshua,Corn,Sweet,2023-06-12,2023-10-14,Compost,58.1,Neem Oil,6.9,Flood,993.4,2380.7,1017.1,6.31,232.0,15.4,130.8,6,Harvester,0.76,1809.3
5986,"Morris, Trevino and Ramirez",F-746,Tracyfort,Soybean,Yellow,2024-10-23,2025-03-02,NPK 15-15-15,237.0,Glyphosate,15.8,Sprinkler,528.3,3816.2,1528.6,6.07,740.8,24.7,183.5,8,Harvester,1.04,3968.87
5987,Adams and Sons,F-915,Valeriefort,Barley,Hulless,2023-11-04,2024-02-29,Urea,200.9,Neem Oil,25.3,Flood,1276.6,7147.2,3605.8,7.16,641.5,14.3,190.1,7,Tractor,0.46,3287.73
5988,Blake-Woods,F-180,Lake Ronaldstad,Wheat,Durum,2023-11-11,2024-02-10,Compost,118.3,Neem Oil,25.4,Flood,1443.6,3717.7,4009.4,6.29,296.0,12.7,118.6,3,Harvester,1.13,4201.03
5989,Copeland-Jones,F-270,Roblesmouth,Wheat,Emmer,2023-08-31,2023-12-08,NPK 15-15-15,228.5,Chlorpyrifos,9.7,Flood,1272.1,4759.0,6164.9,7.24,604.3,16.9,192.5,9,Plough,1.03,4901.74
5990,Lucero-Pope,F-269,South Andrew,Soybean,Black,2023-06-08,2023-10-03,Compost,137.3,Chlorpyrifos,10.9,Sprinkler,1961.1,1912.5,3461.1,6.29,617.3,17.7,184.1,4,Harvester,0.52,994.52
5991,"Wilson, Murphy and Sanders",F-101,Adamstown,Wheat,Durum,2025-04-09,2025-07-16,Urea,213.8,Glyphosate,15.6,Drip,1521.0,5689.3,2466.8,7.26,693.8,18.5,65.1,7,Plough,0.47,2673.97
